scenario_name,algorithm,size,annealings,iterations,status,evaluation,exec_time
scenario3,realamprandom,6,30,20,solution_found,196.41,22.52952056005597
scenario1,vqe,8,15,15,solution_found,201.77278119004202,13.671483114361763
scenario3,qaoa,6,25,25,solution_found,432.09,27.19897534325719
scenario3,vqe,6,30,40,solution_found,195.09,44.594570979475975
scenario2,qft,8,15,40,solution_found,254.02693940495942,32.09008866362274
scenario2,qft,6,25,45,solution_found,254.25200772691343,57.71485839597881
scenario3,realamprandom,10,1,55,solution_found,195.20999999999998,2.5268509797751904
scenario1,qnn,10,1,35,solution_found,280.12885686142556,2.6153731252998114
scenario3,qaoa,6,25,15,solution_found,437.84000000000003,16.41218470968306
scenario1,vqe,10,1,35,solution_found,204.04405804786887,2.2903819233179092
scenario3,vqe,6,1,5,solution_found,207.32999999999998,0.2933419346809387
scenario2,dj,8,25,55,solution_found,578.5870294358125,80.41941376402974
scenario1,qaoa,6,20,30,solution_found,575.052973964674,15.879376260563731
scenario3,twolocalrandom,6,15,1,solution_found,208.88,1.0140283405780792
scenario2,qnn,10,30,5,solution_found,348.265941269605,9.620637472718954
scenario3,dj,6,10,40,solution_found,374.48999999999995,16.919038150459528
scenario1,realamprandom,8,30,50,solution_found,200.2884365988241,87.62384845502675
scenario2,realamprandom,10,25,50,solution_found,254.13301325278934,68.96523287147284
scenario1,realamprandom,10,20,50,solution_found,200.14040669094067,59.8209527246654
scenario2,twolocalrandom,8,25,15,solution_found,249.9394025175126,20.736495783552527
scenario3,dj,10,10,35,solution_found,374.57,17.299934197217226
scenario2,vqe,6,5,20,solution_found,250.0778820848448,5.535562379285693
scenario1,qnn,6,5,1,solution_found,296.40322707747924,2.793311631307006
scenario2,dj,10,15,25,solution_found,573.3153765087743,25.027468821033835
scenario2,twolocalrandom,10,10,5,solution_found,241.80337135561416,3.2171327993273735
scenario3,qaoa,10,30,1,solution_found,481.40999999999997,2.471035884693265
scenario3,qaoa,6,10,35,solution_found,435.47,14.734645085409284
scenario2,qaoa,6,5,1,solution_found,602.6644351460449,1.177098087966442
scenario2,qnn,6,15,50,solution_found,366.02947748749835,40.04740695655346
scenario1,twolocalrandom,10,10,1,solution_found,214.29381081668936,1.6574831027537584
scenario2,twolocalrandom,6,15,30,solution_found,252.67545689911273,23.636627903208137
scenario3,dj,8,25,45,solution_found,373.07,49.73517430387437
scenario2,vqe,10,15,15,solution_found,251.9440009699298,13.116853188723326
scenario2,qft,6,10,30,solution_found,253.13846713923039,15.893452038988471
scenario2,qft,10,5,20,solution_found,244.03484996214107,6.115637619048357
scenario3,qft,6,20,1,solution_found,207.92000000000002,1.3220036085695028
scenario1,vqe,10,25,40,solution_found,200.08468416407172,59.871877348050475
scenario3,twolocalrandom,8,1,55,solution_found,198.48000000000002,2.4975341372191906
scenario1,dj,10,30,5,solution_found,480.63397898945846,8.055773708969355
scenario1,twolocalrandom,8,15,45,solution_found,200.85060840924325,39.784939739853144
scenario1,qnn,10,15,25,solution_found,273.9770495546183,23.71052517555654
scenario3,twolocalrandom,8,10,45,solution_found,194.96,17.234395753592253
scenario2,qaoa,10,20,20,solution_found,669.8351916930674,25.351045433431864
scenario3,qnn,8,20,60,solution_found,254.07,47.055743515491486
scenario2,qnn,8,30,60,solution_found,366.1098961232086,96.96936106309295
scenario3,vqe,6,15,50,solution_found,195.20999999999998,27.920153556391597
scenario2,qnn,8,25,50,solution_found,365.77240621599003,67.40644093975425
scenario1,twolocalrandom,6,10,40,solution_found,200.2795598420435,23.455862164497375
scenario1,qnn,8,20,35,solution_found,273.7042184954828,42.15117195621133
scenario3,qft,8,25,50,solution_found,194.37,47.47388432174921
scenario3,qft,8,5,50,solution_found,195.12,9.89157928340137
scenario3,qnn,6,10,10,solution_found,262.16999999999996,4.323566690087318
scenario3,dj,8,25,5,solution_found,395.57,6.923831727355719
scenario3,realamprandom,8,10,35,solution_found,196.47,13.753750773146749
scenario1,realamprandom,6,25,55,solution_found,200.09432509135257,78.79694441892207
scenario3,dj,10,15,35,solution_found,373.85,26.173199264332652
scenario3,realamprandom,10,10,25,solution_found,197.13,10.183629455044866
scenario3,twolocalrandom,8,20,55,solution_found,194.64000000000001,41.99355121143162
scenario3,vqe,8,30,60,solution_found,194.61,67.48396977223456
scenario1,qaoa,6,10,40,solution_found,574.8882696210666,10.395247541368008
scenario3,vqe,6,25,60,solution_found,194.64000000000001,55.35594487376511
scenario1,qnn,8,30,50,solution_found,273.6225198362037,88.94845910556614
scenario1,qaoa,6,10,10,solution_found,577.7173737307628,2.8992912266403437
scenario1,dj,10,15,15,solution_found,473.19097961102875,11.244508409872651
scenario2,vqe,8,20,30,solution_found,253.36157282139368,32.373153649270535
scenario1,realamprandom,10,30,50,solution_found,200.33186356205607,89.23829689063132
scenario1,qaoa,10,15,55,solution_found,575.4169452225874,22.871121432632208
scenario1,twolocalrandom,8,5,20,solution_found,201.58338026008315,6.305060675367713
scenario3,vqe,8,20,30,solution_found,195.8,23.192000756040215
scenario3,dj,8,20,40,solution_found,375.12,35.571498427540064
scenario3,vqe,6,25,40,solution_found,195.28000000000003,37.284583672881126
scenario1,vqe,10,15,55,solution_found,200.42200281571525,49.71928923204541
scenario1,qnn,6,10,50,solution_found,273.68361441690564,29.315245617181063
scenario3,dj,6,30,60,solution_found,372.57,74.1808443814516
scenario1,dj,8,15,45,solution_found,469.8665678958241,30.14197526872158
scenario3,realamprandom,8,1,30,solution_found,195.57,1.8294246327131987
scenario3,qnn,8,20,50,solution_found,254.8,39.0177015196532
scenario1,qaoa,8,20,50,solution_found,574.9817787418417,26.79880826920271
scenario3,dj,10,1,40,solution_found,377.35,2.1585581861436367
scenario1,vqe,10,5,45,solution_found,202.0980596058534,13.99105760268867
scenario3,qnn,6,1,45,solution_found,262.64,2.027099199593067
scenario3,vqe,6,5,25,solution_found,196.89,4.855640167370439
scenario1,realamprandom,10,1,1,solution_found,221.93265702242172,0.6990787740796804
scenario2,realamprandom,8,1,1,solution_found,233.0991701734452,0.20138293504714966
scenario2,realamprandom,8,1,45,solution_found,248.9535490401755,2.6995537485927343
scenario3,qnn,8,25,50,solution_found,254.57000000000002,48.592858999967575
scenario2,twolocalrandom,10,25,45,solution_found,254.02407039037365,61.525069458410144
scenario2,twolocalrandom,8,15,50,solution_found,253.94296178265114,40.21600924432278
scenario1,twolocalrandom,10,25,25,solution_found,200.54218973932862,38.194749811664224
scenario1,realamprandom,6,30,1,solution_found,205.69775956048284,3.079047007486224
scenario2,twolocalrandom,10,25,50,solution_found,254.01411965403068,68.11334280855954
scenario3,qnn,8,10,15,solution_found,255.15,6.664972320199013
scenario3,vqe,6,20,30,solution_found,194.9,23.165593372657895
scenario2,twolocalrandom,8,15,55,solution_found,254.1893340664042,43.978134859353304
scenario2,twolocalrandom,6,25,30,solution_found,252.28094433460407,39.08401779457927
scenario2,twolocalrandom,8,20,20,solution_found,250.65455331408097,21.587456315755844
scenario3,qnn,8,15,60,solution_found,253.51999999999998,34.80694196745753
scenario3,qaoa,8,1,30,solution_found,435.44,1.5549738612025976
scenario2,qaoa,8,15,50,solution_found,671.4814814530004,44.12149121053517
scenario2,twolocalrandom,10,20,15,solution_found,253.36623646048474,17.00897372327745
scenario1,qft,6,10,5,solution_found,208.70553215879892,3.381010439246893
scenario1,twolocalrandom,6,5,60,solution_found,200.58383820590254,17.345162054523826
scenario2,vqe,8,5,5,solution_found,235.54268810994301,1.5840032510459423
scenario2,qft,8,5,55,solution_found,254.31372081700098,15.363167574629188
scenario2,qnn,6,30,30,solution_found,364.56234144464884,48.1377822663635
scenario1,twolocalrandom,8,20,50,solution_found,200.11498605302825,58.119032360613346
scenario2,twolocalrandom,6,30,45,solution_found,253.68559489123933,69.09944877959788
scenario2,qaoa,10,1,35,solution_found,664.6922196167253,2.678746286779642
scenario1,dj,8,30,50,solution_found,469.78447470565027,66.53817167505622
scenario3,dj,10,10,15,solution_found,378.39,7.824094247072935
scenario2,vqe,8,1,5,solution_found,232.1828741411094,0.4729983974248171
scenario1,vqe,8,25,45,solution_found,200.29920369381747,66.00604614056647
scenario1,qft,8,20,35,solution_found,200.54009397155795,41.28200466185808
scenario2,qft,8,30,45,solution_found,253.63448425913987,72.22452073544264
scenario1,qnn,8,25,15,solution_found,274.28856832307065,23.574786003679037
scenario2,qft,10,10,30,solution_found,253.04584499635035,16.851393381133676
scenario1,qnn,8,1,40,solution_found,275.76907911434716,2.684265850111842
scenario2,vqe,10,30,25,solution_found,252.0623832717096,41.88150768727064
scenario3,qaoa,8,10,60,solution_found,433.6700000000001,26.5896357614547
scenario2,twolocalrandom,10,25,5,solution_found,247.15156924769533,7.824171116575599
scenario1,qft,10,30,25,solution_found,201.11772194666898,45.80797101184726
scenario3,qaoa,8,20,40,solution_found,434.0,35.21527428738773
scenario1,realamprandom,8,25,5,solution_found,202.42856859978997,8.586128640919924
scenario3,realamprandom,8,25,1,solution_found,206.49,1.7004177495837212
scenario3,dj,8,5,40,solution_found,374.64000000000004,9.093987787142396
scenario1,qaoa,10,5,15,solution_found,580.3694792506981,2.6192382760345936
scenario1,dj,6,15,60,solution_found,470.2167595879184,38.41483927518129
scenario1,realamprandom,10,20,30,solution_found,200.3198764941448,37.088691430166364
scenario1,vqe,10,1,20,solution_found,206.90688553406062,1.4673083238303661
scenario1,qnn,10,10,15,solution_found,275.54759270325985,9.80906118825078
scenario2,qnn,10,20,60,solution_found,365.7156223228715,66.77746980451047
scenario3,twolocalrandom,6,15,40,solution_found,195.5,22.175846599042416
scenario1,realamprandom,8,25,35,solution_found,200.49339415473713,51.30198869481683
scenario2,vqe,10,30,60,solution_found,253.86732107217082,97.82935908809304
scenario3,twolocalrandom,8,10,30,solution_found,195.3,11.868525378406048
scenario1,dj,10,15,1,solution_found,485.07237407260925,1.31337377615273
scenario2,realamprandom,10,20,50,solution_found,254.23087775202944,54.209039468318224
scenario1,vqe,10,10,1,solution_found,208.92811795083122,1.1870861928910017
scenario2,dj,10,5,45,solution_found,573.9005133586056,14.764495281502604
scenario1,qnn,8,25,50,solution_found,273.47858158784834,73.72195480205119
scenario2,qaoa,8,15,60,solution_found,671.5680909281914,52.345911260694265
scenario3,qaoa,6,30,40,solution_found,434.80000000000007,51.6174935773015
scenario2,twolocalrandom,10,1,1,solution_found,216.0535311175753,0.2089521810412407
scenario2,vqe,10,20,55,solution_found,254.0921368465244,60.40827000886202
scenario2,vqe,6,20,50,solution_found,253.93738369767746,51.69820441119373
scenario1,qaoa,6,5,30,solution_found,578.7350023737399,4.004159823060036
scenario2,dj,6,20,5,solution_found,557.9892928283247,6.662443106994033
scenario1,qnn,10,20,35,solution_found,273.9898195190949,43.15127852745354
scenario1,dj,8,1,35,solution_found,472.79930766570004,1.838077874854207
scenario1,qft,10,10,1,solution_found,205.35151062702587,1.1746647469699383
scenario3,qft,8,25,60,solution_found,194.85,57.31408566609025
scenario1,qnn,10,10,5,solution_found,280.3171856703224,3.7466158885508776
scenario3,qaoa,10,30,30,solution_found,434.27000000000004,42.33098151534796
scenario1,qaoa,6,30,25,solution_found,575.5812544658045,19.73774996958673
scenario1,dj,8,25,15,solution_found,471.66382646534714,17.482447132468224
scenario3,qft,6,5,45,solution_found,196.47,8.38547058776021
scenario3,qaoa,8,30,30,solution_found,432.45,40.4759067427367
scenario1,qaoa,10,20,30,solution_found,575.7373909858158,16.858943490311503
scenario1,dj,8,5,15,solution_found,478.21217189863444,3.6707829143851995
scenario1,qnn,10,15,40,solution_found,273.9029419675465,37.06458461470902
scenario1,twolocalrandom,10,30,60,solution_found,200.3447633044681,106.61142520420253
scenario3,twolocalrandom,8,20,25,solution_found,195.32999999999998,19.312926586717367
scenario3,vqe,6,20,35,solution_found,195.12,26.17675450630486
scenario3,qft,6,1,45,solution_found,194.47,1.8967225085943937
scenario3,twolocalrandom,8,20,15,solution_found,196.3,11.974913019686937
scenario1,qaoa,10,30,30,solution_found,575.4076822535756,25.08363025262952
scenario2,vqe,6,30,55,solution_found,254.13228093312398,86.44783768057823
scenario1,qnn,6,1,5,solution_found,283.9884402855952,0.6081473417580128
scenario2,twolocalrandom,10,30,1,solution_found,240.69751524715724,2.823267627507448
scenario3,qft,6,25,30,solution_found,195.28000000000003,27.6670924667269
scenario2,qft,8,20,15,solution_found,252.91975336831928,16.84567530825734
scenario3,qaoa,8,20,5,solution_found,454.6700000000001,5.1497384533286095
scenario2,qnn,8,15,20,solution_found,360.29541363518933,16.922806654125452
scenario1,twolocalrandom,6,5,15,solution_found,204.24362819377873,5.072675909847021
scenario2,qft,10,20,20,solution_found,251.39421566453703,22.75805235095322
scenario3,twolocalrandom,6,20,15,solution_found,197.26999999999998,11.507948964834213
scenario1,dj,10,25,10,solution_found,477.56949134780274,12.684256721287966
scenario1,qaoa,6,10,35,solution_found,575.5502074848946,9.24124008230865
scenario3,qaoa,10,1,10,solution_found,472.88,0.6753946077078581
scenario3,qnn,6,20,60,solution_found,254.23999999999998,44.744418412446976
scenario1,qft,6,1,5,solution_found,212.03935565164159,1.1063534636050463
scenario1,qaoa,8,5,40,solution_found,575.9031473857941,5.41584443487227
scenario1,dj,10,1,30,solution_found,471.5020034614455,1.6847655829042196
scenario2,qft,10,30,55,solution_found,253.85025404773162,89.68635633029044
scenario1,qft,10,15,25,solution_found,200.6371533189842,23.101553725078702
scenario1,dj,6,5,30,solution_found,471.19712167050693,6.80822385661304
scenario1,qaoa,8,5,15,solution_found,575.5239905873962,2.306849332526326
scenario1,qnn,10,20,45,solution_found,273.21776351471647,55.334011513739824
scenario3,twolocalrandom,6,20,25,solution_found,196.07,18.600838366895914
scenario3,realamprandom,8,25,35,solution_found,195.32999999999998,33.50794284418225
scenario1,dj,8,15,50,solution_found,470.4447912710817,33.364817364141345
scenario1,realamprandom,10,15,25,solution_found,201.37217299233396,22.874189022928476
scenario3,qaoa,6,1,35,solution_found,468.7200000000001,1.585221704095602
scenario2,qnn,6,30,50,solution_found,364.99949483106633,78.69568096660078
scenario3,twolocalrandom,6,20,60,solution_found,194.85,43.535203360021114
scenario2,twolocalrandom,10,25,35,solution_found,253.62349076829616,47.87071330845356
scenario3,realamprandom,8,10,30,solution_found,195.8,11.80838406085968
scenario2,twolocalrandom,6,30,25,solution_found,253.33913134146127,38.97134027443826
scenario2,qaoa,6,15,5,solution_found,643.3129542665249,4.961430475115776
scenario3,qnn,6,25,30,solution_found,254.8,28.34774759411812
scenario2,qaoa,10,5,30,solution_found,670.4218731965791,9.532997442409396
scenario1,qaoa,8,25,15,solution_found,576.0954891669728,10.55516923032701
scenario3,realamprandom,10,30,1,solution_found,205.52,2.102715628221631
scenario1,dj,8,10,60,solution_found,470.2283239790877,26.644347274675965
scenario3,qft,10,1,55,solution_found,199.8,2.656623777002096
scenario1,qaoa,6,1,1,solution_found,607.2015699174401,0.07532312907278538
scenario1,dj,6,5,5,solution_found,507.53339463427034,1.3166144285351038
scenario2,dj,10,30,60,solution_found,578.0549075889505,114.10033342428505
scenario2,realamprandom,10,5,30,solution_found,253.92218616127883,8.668008698150516
scenario1,qaoa,8,5,10,solution_found,580.3314329410728,1.5424355864524841
scenario3,qft,10,20,25,solution_found,195.09,20.123292863368988
scenario2,vqe,10,1,35,solution_found,250.99652432589775,2.3129939045757055
scenario2,dj,10,15,1,solution_found,542.7207029656141,1.724114552140236
scenario3,qaoa,8,10,10,solution_found,448.32000000000005,4.747266324236989
scenario1,vqe,10,25,20,solution_found,201.3526312702964,30.720264231786132
scenario1,vqe,6,25,1,solution_found,203.92259384346983,2.6114785578101873
scenario3,qft,6,15,45,solution_found,194.92000000000002,24.94534971565008
scenario1,realamprandom,10,10,40,solution_found,200.28812063556768,24.30843695998192
scenario3,qft,6,30,50,solution_found,194.48000000000002,54.45236319117248
scenario1,realamprandom,8,5,55,solution_found,200.4669548190954,16.490525785833597
scenario3,qft,8,5,40,solution_found,195.26999999999998,7.724908309057355
scenario1,dj,6,15,30,solution_found,470.7758718496193,19.431039856746793
scenario1,qaoa,8,10,5,solution_found,579.4210399385394,1.5847603753209114
scenario2,realamprandom,6,25,40,solution_found,253.88527323486284,51.59509119018912
scenario3,dj,8,20,1,solution_found,431.07,1.5938347931951284
scenario2,twolocalrandom,10,1,25,solution_found,243.99347237120045,1.8512018024921417
scenario3,realamprandom,8,30,60,solution_found,194.64000000000001,68.120581606403
scenario2,dj,6,1,5,solution_found,502.90257356040536,0.43585596047341824
scenario2,qaoa,8,1,30,solution_found,659.1939231199018,3.5497674476355314
scenario3,vqe,8,25,30,solution_found,194.48000000000002,28.962182519957423
scenario3,qnn,6,20,35,solution_found,254.95999999999998,26.376021768897772
scenario3,qaoa,10,15,15,solution_found,446.48999999999995,10.97404539398849
scenario3,qaoa,6,5,5,solution_found,487.53,1.307265492156148
scenario2,qft,6,5,15,solution_found,247.86878826694132,4.731879413127899
scenario2,twolocalrandom,6,5,50,solution_found,254.11627712687877,13.120140297338367
scenario2,vqe,8,15,55,solution_found,253.73021708432947,44.11383105069399
scenario3,realamprandom,8,10,60,solution_found,194.85,22.78340809047222
scenario2,dj,6,30,15,solution_found,575.2081170057559,26.452748402953148
scenario1,twolocalrandom,10,1,25,solution_found,204.73337286123999,1.8457852005958557
scenario1,dj,10,5,25,solution_found,470.65261326261293,6.200207192450762
scenario3,qnn,6,15,40,solution_found,254.60999999999999,22.60586392506957
scenario2,twolocalrandom,8,1,10,solution_found,233.46298880252465,0.700889253988862
scenario1,realamprandom,8,5,45,solution_found,200.3229615313761,13.844892101362348
scenario2,dj,6,20,55,solution_found,578.0850459935333,62.19187024794519
scenario2,twolocalrandom,10,5,40,solution_found,254.26091670109562,11.30662995763123
scenario1,qaoa,6,15,40,solution_found,575.8093078466948,15.66088523156941
scenario3,qnn,8,15,50,solution_found,254.48,29.093553964048624
scenario3,qaoa,6,25,55,solution_found,434.0,58.56078543327749
scenario2,qaoa,8,15,20,solution_found,669.8570773619385,18.06640021316707
scenario3,dj,10,20,40,solution_found,373.07,39.43746642023325
scenario1,qaoa,6,5,10,solution_found,576.6675155576352,1.5000851061195135
scenario2,qaoa,8,25,5,solution_found,659.5024818719756,8.383251449093223
scenario3,qnn,6,1,1,solution_found,291.67999999999995,0.6002834010869265
scenario2,dj,10,30,30,solution_found,575.3646264829882,58.045881040394306
scenario3,vqe,8,20,25,solution_found,196.05,19.519644336774945
scenario3,twolocalrandom,10,20,30,solution_found,196.29000000000002,23.94634515605867
scenario2,realamprandom,6,10,30,solution_found,252.64046203059326,15.989013588055968
scenario3,dj,8,5,45,solution_found,375.12,10.08758144453168
scenario1,twolocalrandom,6,10,10,solution_found,203.93955190550338,6.283070312812924
scenario1,qft,10,30,15,solution_found,201.34876552315825,28.3787189014256
scenario1,qft,10,10,40,solution_found,200.75480338379396,24.213847022503614
scenario3,qaoa,10,25,20,solution_found,436.9200000000001,23.940514458343387
scenario3,qnn,8,1,15,solution_found,267.67999999999995,0.8208652604371309
scenario3,dj,6,10,45,solution_found,372.85,18.928471576422453
scenario3,qnn,8,30,15,solution_found,257.49,18.07722575776279
scenario1,qaoa,6,5,15,solution_found,583.8562722317764,2.0941575169563293
scenario1,realamprandom,10,15,5,solution_found,203.79105279783388,5.289222909137607
scenario2,dj,8,5,30,solution_found,574.5101300832063,9.074412634596229
scenario1,qaoa,10,5,55,solution_found,576.3939184668033,7.681540533900261
scenario2,qnn,10,1,50,solution_found,365.9022480287391,3.2458964362740517
scenario1,qaoa,10,20,50,solution_found,575.052973964674,27.827894346788526
scenario1,qnn,6,15,1,solution_found,278.9698445743573,1.6357569638639688
scenario1,vqe,8,20,25,solution_found,201.42226838625783,29.875171614810824
scenario1,qnn,10,10,20,solution_found,274.2987561819855,13.337451515719295
scenario2,twolocalrandom,10,10,25,solution_found,251.00283660272987,14.048953719437122
scenario3,twolocalrandom,6,20,55,solution_found,194.8,40.18223996832967
scenario1,realamprandom,10,10,30,solution_found,200.7448932312227,18.464414156973362
scenario1,qft,10,10,20,solution_found,201.83529683080388,12.568082051351666
scenario1,qft,8,10,25,solution_found,201.33050319968106,15.351703925058246
scenario1,realamprandom,6,5,20,solution_found,201.95891447083477,6.2795036267489195
scenario3,qft,6,30,30,solution_found,194.87,33.10854524187744
scenario2,twolocalrandom,6,10,1,solution_found,242.0103916774461,0.9678904432803392
scenario1,qaoa,8,5,60,solution_found,574.7675342179555,8.231724578887224
scenario3,vqe,8,20,45,solution_found,194.87,34.413768304511905
scenario3,qft,6,20,45,solution_found,195.72000000000003,32.5515797380358
scenario3,realamprandom,8,5,55,solution_found,194.5,10.536970373243093
scenario2,dj,8,5,35,solution_found,575.8887532538458,11.125994957983494
scenario3,qft,8,10,55,solution_found,195.47,21.190108980983496
scenario3,qaoa,10,5,5,solution_found,478.6700000000001,1.5473129004240036
scenario2,vqe,8,15,20,solution_found,253.9147477096319,16.503728782758117
scenario2,qnn,10,5,20,solution_found,360.93213795750415,6.162884308025241
scenario3,qaoa,8,25,25,solution_found,436.6000000000001,29.73192284628749
scenario3,qft,10,1,25,solution_found,197.85,1.2675781920552254
scenario2,qaoa,10,20,25,solution_found,669.810847715452,31.274454751983285
scenario3,realamprandom,6,10,5,solution_found,203.26999999999998,2.199054291471839
scenario3,realamprandom,6,30,45,solution_found,194.37,49.33659360744059
scenario2,dj,10,10,30,solution_found,576.7488924162628,19.51859257556498
scenario3,realamprandom,8,5,60,solution_found,194.6,11.638848681002855
scenario1,qaoa,10,30,10,solution_found,575.181353583844,8.967243997380137
scenario2,vqe,8,30,10,solution_found,249.64055362413694,17.137155815958977
scenario2,dj,10,10,1,solution_found,517.949714231175,7.970773125067353
scenario3,dj,8,25,10,solution_found,386.57,11.801701951771975
scenario2,realamprandom,8,1,5,solution_found,230.28348141742384,0.43998454697430134
scenario1,realamprandom,10,15,40,solution_found,200.60078600020844,35.85602966696024
scenario1,realamprandom,8,5,60,solution_found,200.25319749688157,17.862097529694438
scenario1,qaoa,10,25,25,solution_found,575.7806467377051,17.433880368247628
scenario3,vqe,8,10,5,solution_found,212.26999999999998,2.2764354795217514
scenario1,twolocalrandom,10,15,5,solution_found,205.04112483163112,5.268649224191904
scenario2,vqe,8,5,45,solution_found,252.58290541097122,12.700336191803217
scenario2,dj,6,10,45,solution_found,578.1186390143565,26.061989990994334
scenario2,vqe,6,20,20,solution_found,252.6449292934847,21.16394474171102
scenario3,qnn,8,5,60,solution_found,254.60999999999999,12.092081412672997
scenario1,vqe,8,25,10,solution_found,200.72066186360456,15.62109381891787
scenario2,qnn,6,20,35,solution_found,365.7929175569104,37.794030763208866
scenario1,qaoa,8,5,20,solution_found,576.4103795338141,2.8229845594614744
scenario3,qnn,10,25,25,solution_found,254.48,26.29822289198637
scenario2,qaoa,8,25,45,solution_found,671.9619804928692,65.53091720864177
scenario2,qnn,6,5,35,solution_found,365.0836680825607,9.512116078287363
scenario3,twolocalrandom,10,15,45,solution_found,195.3,26.79286103695631
scenario3,dj,10,10,25,solution_found,374.24,12.66054674051702
scenario1,vqe,10,5,1,solution_found,209.61014591094806,0.6686701513826847
scenario1,realamprandom,10,15,15,solution_found,201.5093317913437,14.465327877551317
scenario3,vqe,10,1,30,solution_found,202.89,1.3704023156315088
scenario3,qaoa,8,5,25,solution_found,439.28000000000003,5.770557977259159
scenario2,twolocalrandom,8,30,10,solution_found,247.15626810614182,16.922871116548777
scenario2,qaoa,6,5,35,solution_found,668.8941304580346,10.847778895869851
scenario2,vqe,8,25,10,solution_found,252.56329784067333,14.029183128848672
scenario3,dj,6,1,40,solution_found,380.6,1.9797460157424212
scenario1,dj,6,1,55,solution_found,487.8427633342343,2.3687462639063597
scenario2,qaoa,8,25,10,solution_found,662.0409243755973,16.044186836108565
scenario3,dj,6,20,25,solution_found,376.12,20.934788294136524
scenario3,twolocalrandom,10,10,45,solution_found,195.81,17.872817903757095
scenario2,qft,6,5,35,solution_found,252.00461123115943,9.35172475874424
scenario2,dj,8,10,50,solution_found,577.8429205909026,29.756503980606794
scenario3,dj,8,15,60,solution_found,373.35,39.46575214713812
scenario1,qft,8,5,5,solution_found,204.35680924947758,1.83636861667037
scenario2,qaoa,6,1,15,solution_found,651.4288777676234,1.1068484727293253
scenario1,twolocalrandom,8,15,50,solution_found,200.4128906818448,44.185235284268856
scenario1,qft,10,25,25,solution_found,200.76818379547953,38.14800547994673
scenario1,vqe,10,1,30,solution_found,203.16275965975854,2.048334863036871
scenario2,qft,6,20,5,solution_found,239.66620646998282,5.994051204994321
scenario2,qnn,8,30,55,solution_found,365.72302777795704,88.77071277052164
scenario2,realamprandom,8,1,30,solution_found,241.67005196101442,2.47166165150702
scenario1,qnn,8,1,10,solution_found,284.3940613800596,1.0526100602000952
scenario3,realamprandom,8,20,40,solution_found,194.9,30.608469896018505
scenario3,qaoa,6,10,15,solution_found,442.89,6.609599350020289
scenario3,dj,8,30,1,solution_found,410.35,3.429741809144616
scenario3,twolocalrandom,10,25,40,solution_found,194.72000000000003,39.42147572338581
scenario1,dj,10,30,45,solution_found,470.4018169242287,63.7301694881171
scenario1,dj,10,30,15,solution_found,471.9719150335429,21.978944605216384
scenario3,realamprandom,8,20,30,solution_found,194.72000000000003,23.19759146682918
scenario2,twolocalrandom,6,5,40,solution_found,253.1886909301334,10.974209187552333
scenario2,qft,10,30,20,solution_found,251.1931800974687,33.63301331922412
scenario1,dj,10,5,60,solution_found,469.89277646759365,14.407384546473622
scenario2,qnn,10,1,45,solution_found,361.7347321054528,2.7090906500816345
scenario2,twolocalrandom,10,15,35,solution_found,253.78303151149,29.370794512331486
scenario2,twolocalrandom,6,5,30,solution_found,251.90562915244652,8.031264936551452
scenario2,twolocalrandom,10,20,45,solution_found,253.76112618866415,49.49196517467499
scenario2,dj,6,1,45,solution_found,574.8474171557145,3.2583782877773046
scenario2,qnn,10,20,20,solution_found,364.0215704640105,23.131169509142637
scenario2,dj,10,1,40,solution_found,574.9918203222902,3.149530479684472
scenario3,qft,8,1,25,solution_found,197.85,1.223485628142953
scenario2,qft,8,20,45,solution_found,253.81018349097116,48.30490857735276
scenario2,qnn,6,25,5,solution_found,343.8351083075578,7.917191134765744
scenario1,qnn,10,25,55,solution_found,273.22870227408197,83.80914192460477
scenario1,realamprandom,8,1,1,solution_found,223.2408163161549,0.3051975853741169
scenario2,qft,10,30,30,solution_found,252.24344592875084,49.74435927718878
scenario2,qnn,8,10,40,solution_found,364.6270459097935,22.281522614881396
scenario1,twolocalrandom,8,25,30,solution_found,200.48916625300575,44.265308970585465
scenario3,realamprandom,6,15,60,solution_found,195.2,32.742735683918
scenario2,vqe,6,25,55,solution_found,254.25814639548224,70.69415392354131
scenario3,qaoa,8,5,45,solution_found,436.32000000000005,10.073803439736366
scenario3,dj,10,25,5,solution_found,392.57,7.012194823473692
scenario2,qaoa,8,30,1,solution_found,614.0880853212115,3.058294054120779
scenario3,qnn,8,10,30,solution_found,256.95,11.962066425010562
scenario2,realamprandom,10,10,25,solution_found,252.8358823144156,14.150706896558404
scenario3,qft,10,5,1,solution_found,221.27,0.4288141466677189
scenario2,qft,6,25,30,solution_found,253.3804042119197,39.21337604895234
scenario2,dj,10,30,5,solution_found,556.1823259529006,11.048754086717963
scenario3,dj,8,1,35,solution_found,387.07,1.8223046530038118
scenario1,qft,10,15,30,solution_found,200.81800965113234,27.499767538160086
scenario3,realamprandom,10,10,35,solution_found,194.5,14.137507613748312
scenario1,realamprandom,6,25,30,solution_found,200.61791113321107,43.21657775528729
scenario3,qft,6,15,55,solution_found,194.85,29.96734186820686
scenario3,twolocalrandom,6,30,1,solution_found,205.12,2.409528035670519
scenario3,qaoa,8,20,25,solution_found,438.1000000000001,22.579586977139115
scenario2,qnn,10,15,15,solution_found,364.5741787255262,13.714979384094477
