baseline,scenario_name,algorithm,size,optimizer,annealings,iterations,status,score,evaluation,exec_time,total_cost,max_time,min_fidelity
all_sherbrooke,scenario1,qft,6,-,-,-,-,-,494.0224909443676,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario2,qft,6,-,-,-,-,-,-83.77498188873506,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario3,qft,6,-,-,-,-,-,904.2700000000001,-,83.77498188873506,904.2700000000001,0.9671
fair,scenario1,qnn,8,-,-,-,-,-,307.64752698322064,-,284.52505396644125,330.77000000000004,0.9375
fair,scenario2,qnn,8,-,-,-,-,-,-284.52505396644125,-,284.52505396644125,330.77000000000004,0.9375
fair,scenario3,qnn,8,-,-,-,-,-,330.77000000000004,-,284.52505396644125,330.77000000000004,0.9375
all_torino,scenario1,vqe,6,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,vqe,6,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,vqe,6,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
fair,scenario1,qft,10,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87,0.9564
fair,scenario2,qft,10,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87,0.9564
fair,scenario3,qft,10,-,-,-,-,-,248.87,-,197.5775069758645,248.87,0.9564
all_sherbrooke,scenario1,realamprandom,6,-,-,-,-,-,494.0224909443676,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario2,realamprandom,6,-,-,-,-,-,-83.77498188873506,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario3,realamprandom,6,-,-,-,-,-,904.2700000000001,-,83.77498188873506,904.2700000000001,0.9671
all_fez,scenario1,qnn,6,-,-,-,-,-,810.465806011304,-,362.01161202260806,1258.92,0.9454
all_fez,scenario2,qnn,6,-,-,-,-,-,-362.01161202260806,-,362.01161202260806,1258.92,0.9454
all_fez,scenario3,qnn,6,-,-,-,-,-,1258.92,-,362.01161202260806,1258.92,0.9454
all_torino,scenario1,twolocalrandom,6,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,twolocalrandom,6,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,twolocalrandom,6,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario1,realamprandom,8,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,realamprandom,8,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,realamprandom,8,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
fair,scenario1,qnn,10,-,-,-,-,-,307.64752698322064,-,284.52505396644125,330.77000000000004,0.9375
fair,scenario2,qnn,10,-,-,-,-,-,-284.52505396644125,-,284.52505396644125,330.77000000000004,0.9375
fair,scenario3,qnn,10,-,-,-,-,-,330.77000000000004,-,284.52505396644125,330.77000000000004,0.9375
all_kyiv,scenario1,qft,6,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999,0.9592
all_kyiv,scenario2,qft,6,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999,0.9592
all_kyiv,scenario3,qft,6,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999,0.9592
all_fez,scenario1,qaoa,6,-,-,-,-,-,1581.613935395216,-,675.5078707904318,2487.7200000000003,0.8917
all_fez,scenario2,qaoa,6,-,-,-,-,-,-675.5078707904318,-,675.5078707904318,2487.7200000000003,0.8917
all_fez,scenario3,qaoa,6,-,-,-,-,-,2487.7200000000003,-,675.5078707904318,2487.7200000000003,0.8917
all_sherbrooke,scenario1,vqe,8,-,-,-,-,-,494.0224909443676,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario2,vqe,8,-,-,-,-,-,-83.77498188873506,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario3,vqe,8,-,-,-,-,-,904.2700000000001,-,83.77498188873506,904.2700000000001,0.9671
all_fez,scenario1,twolocalrandom,8,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32,0.9632
all_fez,scenario2,twolocalrandom,8,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32,0.9632
all_fez,scenario3,twolocalrandom,8,-,-,-,-,-,849.32,-,251.3387501360923,849.32,0.9632
all_marrakesh,scenario1,twolocalrandom,6,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario2,twolocalrandom,6,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario3,twolocalrandom,6,-,-,-,-,-,740.4,-,171.32699502380885,740.4,0.9785
all_torino,scenario1,qft,8,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,qft,8,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,qft,8,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
all_marrakesh,scenario1,qnn,8,-,-,-,-,-,657.4271643193454,-,246.7743286386907,1068.08,0.969
all_marrakesh,scenario2,qnn,8,-,-,-,-,-,-246.7743286386907,-,246.7743286386907,1068.08,0.969
all_marrakesh,scenario3,qnn,8,-,-,-,-,-,1068.08,-,246.7743286386907,1068.08,0.969
all_fez,scenario1,realamprandom,10,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32,0.9632
all_fez,scenario2,realamprandom,10,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32,0.9632
all_fez,scenario3,realamprandom,10,-,-,-,-,-,849.32,-,251.3387501360923,849.32,0.9632
all_fez,scenario1,qft,8,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32,0.9632
all_fez,scenario2,qft,8,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32,0.9632
all_fez,scenario3,qft,8,-,-,-,-,-,849.32,-,251.3387501360923,849.32,0.9632
all_sherbrooke,scenario1,qnn,6,-,-,-,-,-,717.2680593381644,-,120.66611867632884,1313.8700000000001,0.9514
all_sherbrooke,scenario2,qnn,6,-,-,-,-,-,-120.66611867632884,-,120.66611867632884,1313.8700000000001,0.9514
all_sherbrooke,scenario3,qnn,6,-,-,-,-,-,1313.8700000000001,-,120.66611867632884,1313.8700000000001,0.9514
all_sherbrooke,scenario1,qft,10,-,-,-,-,-,494.0224909443676,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario2,qft,10,-,-,-,-,-,-83.77498188873506,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario3,qft,10,-,-,-,-,-,904.2700000000001,-,83.77498188873506,904.2700000000001,0.9671
all_kyiv,scenario1,qaoa,6,-,-,-,-,-,960.0547247570753,-,355.45944951415066,1564.6499999999999,0.8797
all_kyiv,scenario2,qaoa,6,-,-,-,-,-,-355.45944951415066,-,355.45944951415066,1564.6499999999999,0.8797
all_kyiv,scenario3,qaoa,6,-,-,-,-,-,1564.6499999999999,-,355.45944951415066,1564.6499999999999,0.8797
all_marrakesh,scenario1,vqe,8,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario2,vqe,8,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario3,vqe,8,-,-,-,-,-,740.4,-,171.32699502380885,740.4,0.9785
fair,scenario1,realamprandom,6,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87,0.9564
fair,scenario2,realamprandom,6,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87,0.9564
fair,scenario3,realamprandom,6,-,-,-,-,-,248.87,-,197.5775069758645,248.87,0.9564
all_kyiv,scenario1,twolocalrandom,8,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999,0.9592
all_kyiv,scenario2,twolocalrandom,8,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999,0.9592
all_kyiv,scenario3,twolocalrandom,8,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999,0.9592
all_marrakesh,scenario1,dj,6,-,-,-,-,-,1057.1213214986021,-,390.8026429972043,1723.44,0.9494
all_marrakesh,scenario2,dj,6,-,-,-,-,-,-390.8026429972043,-,390.8026429972043,1723.44,0.9494
all_marrakesh,scenario3,dj,6,-,-,-,-,-,1723.44,-,390.8026429972043,1723.44,0.9494
all_sherbrooke,scenario1,twolocalrandom,10,-,-,-,-,-,494.0224909443676,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario2,twolocalrandom,10,-,-,-,-,-,-83.77498188873506,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario3,twolocalrandom,10,-,-,-,-,-,904.2700000000001,-,83.77498188873506,904.2700000000001,0.9671
all_kyiv,scenario1,qnn,10,-,-,-,-,-,508.93323276830154,-,190.49646553660313,827.37,0.9395
all_kyiv,scenario2,qnn,10,-,-,-,-,-,-190.49646553660313,-,190.49646553660313,827.37,0.9395
all_kyiv,scenario3,qnn,10,-,-,-,-,-,827.37,-,190.49646553660313,827.37,0.9395
fair,scenario1,twolocalrandom,10,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87,0.9564
fair,scenario2,twolocalrandom,10,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87,0.9564
fair,scenario3,twolocalrandom,10,-,-,-,-,-,248.87,-,197.5775069758645,248.87,0.9564
all_torino,scenario1,qnn,10,-,-,-,-,-,490.2564389941539,-,291.01287798830765,689.5000000000001,0.9543
all_torino,scenario2,qnn,10,-,-,-,-,-,-291.01287798830765,-,291.01287798830765,689.5000000000001,0.9543
all_torino,scenario3,qnn,10,-,-,-,-,-,689.5000000000001,-,291.01287798830765,689.5000000000001,0.9543
all_torino,scenario1,twolocalrandom,10,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,twolocalrandom,10,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,twolocalrandom,10,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
all_marrakesh,scenario1,dj,10,-,-,-,-,-,1057.1213214986021,-,390.8026429972043,1723.44,0.9494
all_marrakesh,scenario2,dj,10,-,-,-,-,-,-390.8026429972043,-,390.8026429972043,1723.44,0.9494
all_marrakesh,scenario3,dj,10,-,-,-,-,-,1723.44,-,390.8026429972043,1723.44,0.9494
all_sherbrooke,scenario1,realamprandom,10,-,-,-,-,-,494.0224909443676,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario2,realamprandom,10,-,-,-,-,-,-83.77498188873506,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario3,realamprandom,10,-,-,-,-,-,904.2700000000001,-,83.77498188873506,904.2700000000001,0.9671
fair,scenario1,qaoa,6,-,-,-,-,-,553.645664441301,-,530.8213288826022,576.47,0.8787
fair,scenario2,qaoa,6,-,-,-,-,-,-530.8213288826022,-,530.8213288826022,576.47,0.8787
fair,scenario3,qaoa,6,-,-,-,-,-,576.47,-,530.8213288826022,576.47,0.8787
fair,scenario1,qaoa,10,-,-,-,-,-,553.645664441301,-,530.8213288826022,576.47,0.8787
fair,scenario2,qaoa,10,-,-,-,-,-,-530.8213288826022,-,530.8213288826022,576.47,0.8787
fair,scenario3,qaoa,10,-,-,-,-,-,576.47,-,530.8213288826022,576.47,0.8787
all_torino,scenario1,qft,10,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,qft,10,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,qft,10,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
all_sherbrooke,scenario1,realamprandom,8,-,-,-,-,-,494.0224909443676,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario2,realamprandom,8,-,-,-,-,-,-83.77498188873506,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario3,realamprandom,8,-,-,-,-,-,904.2700000000001,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario1,twolocalrandom,6,-,-,-,-,-,494.0224909443676,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario2,twolocalrandom,6,-,-,-,-,-,-83.77498188873506,-,83.77498188873506,904.2700000000001,0.9671
all_sherbrooke,scenario3,twolocalrandom,6,-,-,-,-,-,904.2700000000001,-,83.77498188873506,904.2700000000001,0.9671
fair,scenario1,vqe,10,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87,0.9564
fair,scenario2,vqe,10,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87,0.9564
fair,scenario3,vqe,10,-,-,-,-,-,248.87,-,197.5775069758645,248.87,0.9564
all_marrakesh,scenario1,qnn,6,-,-,-,-,-,657.4271643193454,-,246.7743286386907,1068.08,0.969
all_marrakesh,scenario2,qnn,6,-,-,-,-,-,-246.7743286386907,-,246.7743286386907,1068.08,0.969
all_marrakesh,scenario3,qnn,6,-,-,-,-,-,1068.08,-,246.7743286386907,1068.08,0.969
all_torino,scenario1,realamprandom,6,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,realamprandom,6,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,realamprandom,6,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
all_fez,scenario1,vqe,10,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32,0.9632
all_fez,scenario2,vqe,10,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32,0.9632
all_fez,scenario3,vqe,10,-,-,-,-,-,849.32,-,251.3387501360923,849.32,0.9632
all_torino,scenario1,dj,10,-,-,-,-,-,779.9702499011266,-,460.84049980225325,1099.1,0.9246
all_torino,scenario2,dj,10,-,-,-,-,-,-460.84049980225325,-,460.84049980225325,1099.1,0.9246
all_torino,scenario3,dj,10,-,-,-,-,-,1099.1,-,460.84049980225325,1099.1,0.9246
all_fez,scenario1,qaoa,10,-,-,-,-,-,1581.613935395216,-,675.5078707904318,2487.7200000000003,0.8917
all_fez,scenario2,qaoa,10,-,-,-,-,-,-675.5078707904318,-,675.5078707904318,2487.7200000000003,0.8917
all_fez,scenario3,qaoa,10,-,-,-,-,-,2487.7200000000003,-,675.5078707904318,2487.7200000000003,0.8917
all_torino,scenario1,qaoa,10,-,-,-,-,-,923.4547322237238,-,543.0094644474474,1303.9,0.9097
all_torino,scenario2,qaoa,10,-,-,-,-,-,-543.0094644474474,-,543.0094644474474,1303.9,0.9097
all_torino,scenario3,qaoa,10,-,-,-,-,-,1303.9,-,543.0094644474474,1303.9,0.9097
all_marrakesh,scenario1,realamprandom,8,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario2,realamprandom,8,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario3,realamprandom,8,-,-,-,-,-,740.4,-,171.32699502380885,740.4,0.9785
all_sherbrooke,scenario1,dj,8,-,-,-,-,-,1162.0805173822698,-,191.09103476453944,2133.07,0.9196
all_sherbrooke,scenario2,dj,8,-,-,-,-,-,-191.09103476453944,-,191.09103476453944,2133.07,0.9196
all_sherbrooke,scenario3,dj,8,-,-,-,-,-,2133.07,-,191.09103476453944,2133.07,0.9196
all_marrakesh,scenario1,qnn,10,-,-,-,-,-,657.4271643193454,-,246.7743286386907,1068.08,0.969
all_marrakesh,scenario2,qnn,10,-,-,-,-,-,-246.7743286386907,-,246.7743286386907,1068.08,0.969
all_marrakesh,scenario3,qnn,10,-,-,-,-,-,1068.08,-,246.7743286386907,1068.08,0.969
all_fez,scenario1,qft,6,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32,0.9632
all_fez,scenario2,qft,6,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32,0.9632
all_fez,scenario3,qft,6,-,-,-,-,-,849.32,-,251.3387501360923,849.32,0.9632
all_torino,scenario1,realamprandom,10,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,realamprandom,10,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,realamprandom,10,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
all_sherbrooke,scenario1,dj,6,-,-,-,-,-,1162.0805173822698,-,191.09103476453944,2133.07,0.9196
all_sherbrooke,scenario2,dj,6,-,-,-,-,-,-191.09103476453944,-,191.09103476453944,2133.07,0.9196
all_sherbrooke,scenario3,dj,6,-,-,-,-,-,2133.07,-,191.09103476453944,2133.07,0.9196
all_torino,scenario1,qnn,6,-,-,-,-,-,490.2564389941539,-,291.01287798830765,689.5000000000001,0.9543
all_torino,scenario2,qnn,6,-,-,-,-,-,-291.01287798830765,-,291.01287798830765,689.5000000000001,0.9543
all_torino,scenario3,qnn,6,-,-,-,-,-,689.5000000000001,-,291.01287798830765,689.5000000000001,0.9543
fair,scenario1,realamprandom,8,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87,0.9564
fair,scenario2,realamprandom,8,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87,0.9564
fair,scenario3,realamprandom,8,-,-,-,-,-,248.87,-,197.5775069758645,248.87,0.9564
all_marrakesh,scenario1,qaoa,10,-,-,-,-,-,1255.8043742738964,-,460.48874854779274,2051.12,0.9395
all_marrakesh,scenario2,qaoa,10,-,-,-,-,-,-460.48874854779274,-,460.48874854779274,2051.12,0.9395
all_marrakesh,scenario3,qaoa,10,-,-,-,-,-,2051.12,-,460.48874854779274,2051.12,0.9395
fair,scenario1,qft,8,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87,0.9564
fair,scenario2,qft,8,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87,0.9564
fair,scenario3,qft,8,-,-,-,-,-,248.87,-,197.5775069758645,248.87,0.9564
all_sherbrooke,scenario1,qnn,8,-,-,-,-,-,717.2680593381644,-,120.66611867632884,1313.8700000000001,0.9514
all_sherbrooke,scenario2,qnn,8,-,-,-,-,-,-120.66611867632884,-,120.66611867632884,1313.8700000000001,0.9514
all_sherbrooke,scenario3,qnn,8,-,-,-,-,-,1313.8700000000001,-,120.66611867632884,1313.8700000000001,0.9514
fair,scenario1,dj,6,-,-,-,-,-,472.5403314970734,-,450.5106629941468,494.57,0.8985
fair,scenario2,dj,6,-,-,-,-,-,-450.5106629941468,-,450.5106629941468,494.57,0.8985
fair,scenario3,dj,6,-,-,-,-,-,494.57,-,450.5106629941468,494.57,0.8985
all_fez,scenario1,twolocalrandom,6,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32,0.9632
all_fez,scenario2,twolocalrandom,6,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32,0.9632
all_fez,scenario3,twolocalrandom,6,-,-,-,-,-,849.32,-,251.3387501360923,849.32,0.9632
all_fez,scenario1,qft,10,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32,0.9632
all_fez,scenario2,qft,10,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32,0.9632
all_fez,scenario3,qft,10,-,-,-,-,-,849.32,-,251.3387501360923,849.32,0.9632
all_fez,scenario1,vqe,8,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32,0.9632
all_fez,scenario2,vqe,8,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32,0.9632
all_fez,scenario3,vqe,8,-,-,-,-,-,849.32,-,251.3387501360923,849.32,0.9632
all_marrakesh,scenario1,realamprandom,6,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario2,realamprandom,6,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario3,realamprandom,6,-,-,-,-,-,740.4,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario1,twolocalrandom,10,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario2,twolocalrandom,10,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario3,twolocalrandom,10,-,-,-,-,-,740.4,-,171.32699502380885,740.4,0.9785
fair,scenario1,realamprandom,10,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87,0.9564
fair,scenario2,realamprandom,10,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87,0.9564
fair,scenario3,realamprandom,10,-,-,-,-,-,248.87,-,197.5775069758645,248.87,0.9564
all_fez,scenario1,dj,6,-,-,-,-,-,1325.7028500902884,-,573.285700180577,2078.12,0.9097
all_fez,scenario2,dj,6,-,-,-,-,-,-573.285700180577,-,573.285700180577,2078.12,0.9097
all_fez,scenario3,dj,6,-,-,-,-,-,2078.12,-,573.285700180577,2078.12,0.9097
fair,scenario1,dj,8,-,-,-,-,-,472.5403314970734,-,450.5106629941468,494.57,0.8985
fair,scenario2,dj,8,-,-,-,-,-,-450.5106629941468,-,450.5106629941468,494.57,0.8985
fair,scenario3,dj,8,-,-,-,-,-,494.57,-,450.5106629941468,494.57,0.8985
all_sherbrooke,scenario1,dj,10,-,-,-,-,-,1162.0805173822698,-,191.09103476453944,2133.07,0.9196
all_sherbrooke,scenario2,dj,10,-,-,-,-,-,-191.09103476453944,-,191.09103476453944,2133.07,0.9196
all_sherbrooke,scenario3,dj,10,-,-,-,-,-,2133.07,-,191.09103476453944,2133.07,0.9196
all_fez,scenario1,vqe,6,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32,0.9632
all_fez,scenario2,vqe,6,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32,0.9632
all_fez,scenario3,vqe,6,-,-,-,-,-,849.32,-,251.3387501360923,849.32,0.9632
all_torino,scenario1,dj,6,-,-,-,-,-,779.9702499011266,-,460.84049980225325,1099.1,0.9246
all_torino,scenario2,dj,6,-,-,-,-,-,-460.84049980225325,-,460.84049980225325,1099.1,0.9246
all_torino,scenario3,dj,6,-,-,-,-,-,1099.1,-,460.84049980225325,1099.1,0.9246
all_torino,scenario1,twolocalrandom,8,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,twolocalrandom,8,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,twolocalrandom,8,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario1,qnn,8,-,-,-,-,-,490.2564389941539,-,291.01287798830765,689.5000000000001,0.9543
all_torino,scenario2,qnn,8,-,-,-,-,-,-291.01287798830765,-,291.01287798830765,689.5000000000001,0.9543
all_torino,scenario3,qnn,8,-,-,-,-,-,689.5000000000001,-,291.01287798830765,689.5000000000001,0.9543
all_kyiv,scenario1,qnn,6,-,-,-,-,-,508.93323276830154,-,190.49646553660313,827.37,0.9395
all_kyiv,scenario2,qnn,6,-,-,-,-,-,-190.49646553660313,-,190.49646553660313,827.37,0.9395
all_kyiv,scenario3,qnn,6,-,-,-,-,-,827.37,-,190.49646553660313,827.37,0.9395
all_fez,scenario1,realamprandom,8,-,-,-,-,-,550.3293750680461,-,251.3387501360923,849.32,0.9632
all_fez,scenario2,realamprandom,8,-,-,-,-,-,-251.3387501360923,-,251.3387501360923,849.32,0.9632
all_fez,scenario3,realamprandom,8,-,-,-,-,-,849.32,-,251.3387501360923,849.32,0.9632
all_kyiv,scenario1,vqe,10,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999,0.9592
all_kyiv,scenario2,vqe,10,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999,0.9592
all_kyiv,scenario3,vqe,10,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999,0.9592
all_torino,scenario1,qft,6,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,qft,6,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,qft,6,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
all_marrakesh,scenario1,realamprandom,10,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario2,realamprandom,10,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario3,realamprandom,10,-,-,-,-,-,740.4,-,171.32699502380885,740.4,0.9785
all_kyiv,scenario1,realamprandom,10,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999,0.9592
all_kyiv,scenario2,realamprandom,10,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999,0.9592
all_kyiv,scenario3,realamprandom,10,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999,0.9592
all_torino,scenario1,qaoa,6,-,-,-,-,-,923.4547322237238,-,543.0094644474474,1303.9,0.9097
all_torino,scenario2,qaoa,6,-,-,-,-,-,-543.0094644474474,-,543.0094644474474,1303.9,0.9097
all_torino,scenario3,qaoa,6,-,-,-,-,-,1303.9,-,543.0094644474474,1303.9,0.9097
fair,scenario1,qft,6,-,-,-,-,-,223.22375348793224,-,197.5775069758645,248.87,0.9564
fair,scenario2,qft,6,-,-,-,-,-,-197.5775069758645,-,197.5775069758645,248.87,0.9564
fair,scenario3,qft,6,-,-,-,-,-,248.87,-,197.5775069758645,248.87,0.9564
all_marrakesh,scenario1,twolocalrandom,8,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario2,twolocalrandom,8,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario3,twolocalrandom,8,-,-,-,-,-,740.4,-,171.32699502380885,740.4,0.9785
all_kyiv,scenario1,realamprandom,6,-,-,-,-,-,356.9350188137996,-,132.26003762759927,581.6099999999999,0.9592
all_kyiv,scenario2,realamprandom,6,-,-,-,-,-,-132.26003762759927,-,132.26003762759927,581.6099999999999,0.9592
all_kyiv,scenario3,realamprandom,6,-,-,-,-,-,581.6099999999999,-,132.26003762759927,581.6099999999999,0.9592
all_marrakesh,scenario1,qft,6,-,-,-,-,-,455.8634975119044,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario2,qft,6,-,-,-,-,-,-171.32699502380885,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario3,qft,6,-,-,-,-,-,740.4,-,171.32699502380885,740.4,0.9785
all_marrakesh,scenario1,qaoa,8,-,-,-,-,-,1255.8043742738964,-,460.48874854779274,2051.12,0.9395
all_marrakesh,scenario2,qaoa,8,-,-,-,-,-,-460.48874854779274,-,460.48874854779274,2051.12,0.9395
all_marrakesh,scenario3,qaoa,8,-,-,-,-,-,2051.12,-,460.48874854779274,2051.12,0.9395
all_torino,scenario1,vqe,8,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario2,vqe,8,-,-,-,-,-,-202.05140605371534,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario3,vqe,8,-,-,-,-,-,484.70000000000005,-,202.05140605371534,484.70000000000005,0.969
all_torino,scenario1,vqe,10,-,-,-,-,-,343.3757030268577,-,202.05140605371534,484.70000000000005,0.969
